表層形,品詞,品詞細分類1,品詞細分類2,品詞細分類3,活用型,活用形,原形,読み,発音
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
かも,助詞,副助詞,*,*,*,*,かも,カモ,カモ
そんな,連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ
こんな,連体詞,*,*,*,*,*,こんな,コンナ,コンナ
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
結局,名詞,副詞可能,*,*,*,*,結局,ケッキョク,ケッキョク
また,接続詞,*,*,*,*,*,また,マタ,マタ
同じ,連体詞,*,*,*,*,*,同じ,オナジ,オナジ
元,接頭詞,名詞接続,*,*,*,*,元,モト,モト
い,動詞,自立,*,*,一段,連用形,いる,イ,イ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ところ,名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
立っ,動詞,自立,*,*,五段・タ行,連用タ接続,立つ,タッ,タッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル
なんだかんだ,副詞,一般,*,*,*,*,なんだかんだ,ナンダカンダ,ナンダカンダ
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
結局,名詞,副詞可能,*,*,*,*,結局,ケッキョク,ケッキョク
また,接続詞,*,*,*,*,*,また,マタ,マタ
同じ,連体詞,*,*,*,*,*,同じ,オナジ,オナジ
元,接頭詞,名詞接続,*,*,*,*,元,モト,モト
い,動詞,自立,*,*,一段,連用形,いる,イ,イ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ところ,名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
立っ,動詞,自立,*,*,五段・タ行,連用タ接続,立つ,タッ,タッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル
今,名詞,副詞可能,*,*,*,*,今,イマ,イマ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ただ,接続詞,*,*,*,*,*,ただ,タダ,タダ
　,記号,空白,*,*,*,*,　,　,　
君,名詞,代名詞,一般,*,*,*,君,キミ,キミ
の,助詞,格助詞,一般,*,*,*,の,ノ,ノ
言う,動詞,自立,*,*,五段・ワ行促音便,基本形,言う,イウ,イウ
通り,名詞,一般,*,*,*,*,通り,トオリ,トーリ
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
本当,名詞,一般,*,*,*,*,本当,ホントウ,ホントー
の,助詞,連体化,*,*,*,*,の,ノ,ノ
幸せ,名詞,形容動詞語幹,*,*,*,*,幸せ,シアワセ,シアワセ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
かも,助詞,副助詞,*,*,*,*,かも,カモ,カモ
単調,名詞,形容動詞語幹,*,*,*,*,単調,タンチョウ,タンチョー
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
ループ,名詞,一般,*,*,*,*,ループ,ループ,ループ
　,記号,空白,*,*,*,*,　,　,　
リアル,名詞,形容動詞語幹,*,*,*,*,リアル,リアル,リアル
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
シュール,名詞,形容動詞語幹,*,*,*,*,シュール,シュール,シュール
　,記号,空白,*,*,*,*,　,　,　
見失う,動詞,自立,*,*,五段・ワ行促音便,基本形,見失う,ミウシナウ,ミウシナウ
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
真夜中,名詞,副詞可能,*,*,*,*,真夜中,マヨナカ,マヨナカ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
　,記号,空白,*,*,*,*,　,　,　
空,名詞,一般,*,*,*,*,空,ソラ,ソラ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
飛ぶ,動詞,自立,*,*,五段・バ行,基本形,飛ぶ,トブ,トブ
　,記号,空白,*,*,*,*,　,　,　
カラス,名詞,一般,*,*,*,*,カラス,カラス,カラス
の,助詞,連体化,*,*,*,*,の,ノ,ノ
事,名詞,非自立,一般,*,*,*,事,コト,コト
さ,助詞,終助詞,*,*,*,*,さ,サ,サ
Ride,名詞,固有名詞,組織,*,*,*,*
on,名詞,一般,*,*,*,*,*
Deadbear,名詞,一般,*,*,*,*,*
/,名詞,サ変接続,*,*,*,*,*
Jackpot,名詞,一般,*,*,*,*,*
/,名詞,サ変接続,*,*,*,*,*
Pinball,名詞,固有名詞,組織,*,*,*,*
Let,名詞,固有名詞,組織,*,*,*,*
',名詞,サ変接続,*,*,*,*,*
s,名詞,一般,*,*,*,*,*
go,名詞,一般,*,*,*,*,*
Redzone,名詞,一般,*,*,*,*,*
/,名詞,サ変接続,*,*,*,*,*
I,名詞,一般,*,*,*,*,*
want,名詞,一般,*,*,*,*,*
everything,名詞,固有名詞,組織,*,*,*,*
I,名詞,固有名詞,組織,*,*,*,*
like,名詞,一般,*,*,*,*,*
you,名詞,一般,*,*,*,*,*
&,名詞,サ変接続,*,*,*,*,*
you,名詞,一般,*,*,*,*,*
/,名詞,サ変接続,*,*,*,*,*
You,名詞,一般,*,*,*,*,*
say,名詞,一般,*,*,*,*,*
NO,名詞,一般,*,*,*,*,*
NO,名詞,一般,*,*,*,*,*
NO,名詞,固有名詞,組織,*,*,*,*
出たとこ勝負,名詞,一般,*,*,*,*,出たとこ勝負,デタトコショウブ,デタトコショーブ
　,記号,空白,*,*,*,*,　,　,　
結果,名詞,副詞可能,*,*,*,*,結果,ケッカ,ケッカ
オー,感動詞,*,*,*,*,*,オー,オー,オー
ライ,名詞,一般,*,*,*,*,ライ,ライ,ライ
　,記号,空白,*,*,*,*,　,　,　
スリル,名詞,一般,*,*,*,*,スリル,スリル,スリル
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
続く,動詞,自立,*,*,五段・カ行イ音便,基本形,続く,ツヅク,ツズク
いい,形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イイ
とこ,名詞,一般,*,*,*,*,とこ,トコ,トコ
ばかり,助詞,副助詞,*,*,*,*,ばかり,バカリ,バカリ
切り売り,名詞,一般,*,*,*,*,切り売り,キリウリ,キリウリ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
　,記号,空白,*,*,*,*,　,　,　
テレビ,名詞,一般,*,*,*,*,テレビ,テレビ,テレビ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
つけれ,動詞,自立,*,*,一段,仮定形,つける,ツケレ,ツケレ
ば,助詞,接続助詞,*,*,*,*,ば,バ,バ
思考,名詞,サ変接続,*,*,*,*,思考,シコウ,シコー
停止,名詞,サ変接続,*,*,*,*,停止,テイシ,テイシ
君,名詞,代名詞,一般,*,*,*,君,キミ,キミ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
海,名詞,一般,*,*,*,*,海,ウミ,ウミ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
見つめ,動詞,自立,*,*,一段,連用形,見つめる,ミツメ,ミツメ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
　,記号,空白,*,*,*,*,　,　,　
空っぽ,名詞,一般,*,*,*,*,空っぽ,カラッポ,カラッポ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
なろ,動詞,自立,*,*,五段・ラ行,未然ウ接続,なる,ナロ,ナロ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
と,助詞,格助詞,一般,*,*,*,と,ト,ト
する,動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
今,名詞,副詞可能,*,*,*,*,今,イマ,イマ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
そんな,連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ
場合,名詞,副詞可能,*,*,*,*,場合,バアイ,バアイ
じゃ,助詞,副助詞,*,*,*,*,じゃ,ジャ,ジャ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
　,記号,空白,*,*,*,*,　,　,　
神,名詞,一般,*,*,*,*,神,カミ,カミ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
真似,名詞,サ変接続,*,*,*,*,真似,マネ,マネ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
しろ,動詞,自立,*,*,サ変・スル,命令ｒｏ,する,シロ,シロ
Ride,名詞,固有名詞,組織,*,*,*,*
on,名詞,一般,*,*,*,*,*
Deadbear,名詞,一般,*,*,*,*,*
/,名詞,サ変接続,*,*,*,*,*
Jackpot,名詞,一般,*,*,*,*,*
/,名詞,サ変接続,*,*,*,*,*
Pinball,名詞,固有名詞,組織,*,*,*,*
Let,名詞,固有名詞,組織,*,*,*,*
',名詞,サ変接続,*,*,*,*,*
s,名詞,一般,*,*,*,*,*
go,名詞,一般,*,*,*,*,*
Redzone,名詞,一般,*,*,*,*,*
/,名詞,サ変接続,*,*,*,*,*
I,名詞,一般,*,*,*,*,*
want,名詞,一般,*,*,*,*,*
everything,名詞,固有名詞,組織,*,*,*,*
I,名詞,固有名詞,組織,*,*,*,*
like,名詞,一般,*,*,*,*,*
you,名詞,一般,*,*,*,*,*
&,名詞,サ変接続,*,*,*,*,*
you,名詞,一般,*,*,*,*,*
/,名詞,サ変接続,*,*,*,*,*
You,名詞,一般,*,*,*,*,*
say,名詞,一般,*,*,*,*,*
NO,名詞,一般,*,*,*,*,*
NO,名詞,一般,*,*,*,*,*
NO,名詞,固有名詞,組織,*,*,*,*
思考,名詞,サ変接続,*,*,*,*,思考,シコウ,シコー
停止,名詞,サ変接続,*,*,*,*,停止,テイシ,テイシ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
森,名詞,一般,*,*,*,*,森,モリ,モリ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
　,記号,空白,*,*,*,*,　,　,　
君,名詞,代名詞,一般,*,*,*,君,キミ,キミ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
背中,名詞,一般,*,*,*,*,背中,セナカ,セナカ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
見え,動詞,自立,*,*,一段,未然形,見える,ミエ,ミエ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
物欲,名詞,一般,*,*,*,*,物欲,ブツヨク,ブツヨク
の,助詞,連体化,*,*,*,*,の,ノ,ノ
犠牲,名詞,一般,*,*,*,*,犠牲,ギセイ,ギセイ
　,記号,空白,*,*,*,*,　,　,　
あの,連体詞,*,*,*,*,*,あの,アノ,アノ
トランペット,名詞,一般,*,*,*,*,トランペット,トランペット,トランペット
　,記号,空白,*,*,*,*,　,　,　
埃,名詞,一般,*,*,*,*,埃,ホコリ,ホコリ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
息,名詞,サ変接続,*,*,*,*,息,イキ,イキ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
する,動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
Get,名詞,固有名詞,組織,*,*,*,*
Mojo,名詞,一般,*,*,*,*,*
Life,名詞,固有名詞,組織,*,*,*,*
Yeah,名詞,固有名詞,組織,*,*,*,*
Mojo,名詞,一般,*,*,*,*,*
Life,名詞,固有名詞,組織,*,*,*,*
ねじれ,動詞,自立,*,*,一段,連用形,ねじれる,ネジレ,ネジレ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
窓,名詞,一般,*,*,*,*,窓,マド,マド
の,助詞,連体化,*,*,*,*,の,ノ,ノ
向こう,名詞,一般,*,*,*,*,向こう,ムコウ,ムコー
で,助詞,格助詞,一般,*,*,*,で,デ,デ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
　,記号,空白,*,*,*,*,　,　,　
揺らめく,動詞,自立,*,*,五段・カ行イ音便,基本形,揺らめく,ユラメク,ユラメク
アドバルーン,名詞,一般,*,*,*,*,アドバルーン,アドバルーン,アドバルーン
物欲,名詞,一般,*,*,*,*,物欲,ブツヨク,ブツヨク
の,助詞,連体化,*,*,*,*,の,ノ,ノ
犠牲,名詞,一般,*,*,*,*,犠牲,ギセイ,ギセイ
　,記号,空白,*,*,*,*,　,　,　
あの,連体詞,*,*,*,*,*,あの,アノ,アノ
サンド,名詞,固有名詞,人名,姓,*,*,サンド,サンド,サンド
バッグ,名詞,一般,*,*,*,*,バッグ,バッグ,バッグ
　,記号,空白,*,*,*,*,　,　,　
今,名詞,副詞可能,*,*,*,*,今,イマ,イマ
じゃ,助詞,副助詞,*,*,*,*,じゃ,ジャ,ジャ
立派,名詞,形容動詞語幹,*,*,*,*,立派,リッパ,リッパ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
衣紋,名詞,一般,*,*,*,*,衣紋,エモン,エモン
掛け,名詞,接尾,一般,*,*,*,掛け,カケ,カケ
Get,名詞,固有名詞,組織,*,*,*,*
Mojo,名詞,一般,*,*,*,*,*
Life,名詞,固有名詞,組織,*,*,*,*
Yeah,名詞,固有名詞,組織,*,*,*,*
Mojo,名詞,一般,*,*,*,*,*
Life,名詞,固有名詞,組織,*,*,*,*
踊ら,動詞,自立,*,*,五段・ラ行,未然形,踊る,オドラ,オドラ
さ,動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ
れ,動詞,接尾,*,*,一段,連用形,れる,レ,レ
てる,動詞,非自立,*,*,一段,基本形,てる,テル,テル
　,記号,空白,*,*,*,*,　,　,　
みんな,名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ
知っ,動詞,自立,*,*,五段・ラ行,連用タ接続,知る,シッ,シッ
てる,動詞,非自立,*,*,一段,基本形,てる,テル,テル
　,記号,空白,*,*,*,*,　,　,　
テレビ,名詞,一般,*,*,*,*,テレビ,テレビ,テレビ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
はしゃい,動詞,自立,*,*,五段・ガ行,連用タ接続,はしゃぐ,ハシャイ,ハシャイ
でる,動詞,非自立,*,*,一段,基本形,でる,デル,デル
おまえ,名詞,代名詞,一般,*,*,*,おまえ,オマエ,オマエ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
コメント,名詞,サ変接続,*,*,*,*,コメント,コメント,コメント
なんか,助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ
俺,名詞,代名詞,一般,*,*,*,俺,オレ,オレ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
聞き,動詞,自立,*,*,五段・カ行イ音便,連用形,聞く,キキ,キキ
たく,助動詞,*,*,*,特殊・タイ,連用テ接続,たい,タク,タク
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
さ,助詞,終助詞,*,*,*,*,さ,サ,サ
　,記号,空白,*,*,*,*,　,　,　
そんな,連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ
取っ,動詞,自立,*,*,五段・ラ行,連用タ接続,取る,トッ,トッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
付け,動詞,自立,*,*,一段,連用形,付ける,ツケ,ツケ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
よう,名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
台詞,名詞,一般,*,*,*,*,台詞,ダイシ,ダイシ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
Get,名詞,固有名詞,組織,*,*,*,*
Mojo,名詞,一般,*,*,*,*,*
Life,名詞,固有名詞,組織,*,*,*,*
Yeah,名詞,固有名詞,組織,*,*,*,*
Mojo,名詞,一般,*,*,*,*,*
Life,名詞,固有名詞,組織,*,*,*,*
思考,名詞,サ変接続,*,*,*,*,思考,シコウ,シコー
停止,名詞,サ変接続,*,*,*,*,停止,テイシ,テイシ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
森,名詞,一般,*,*,*,*,森,モリ,モリ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
　,記号,空白,*,*,*,*,　,　,　
君,名詞,代名詞,一般,*,*,*,君,キミ,キミ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
背中,名詞,一般,*,*,*,*,背中,セナカ,セナカ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
見え,動詞,自立,*,*,一段,未然形,見える,ミエ,ミエ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
選挙,名詞,サ変接続,*,*,*,*,選挙,センキョ,センキョ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
行く,動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
も,助詞,係助詞,*,*,*,*,も,モ,モ
なく,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,ない,ナク,ナク
　,記号,空白,*,*,*,*,　,　,　
デモ,名詞,サ変接続,*,*,*,*,デモ,デモ,デモ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
やる,動詞,自立,*,*,五段・ラ行,基本形,やる,ヤル,ヤル
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
も,助詞,係助詞,*,*,*,*,も,モ,モ
なく,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,ない,ナク,ナク
埃,名詞,一般,*,*,*,*,埃,ホコリ,ホコリ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
息,名詞,サ変接続,*,*,*,*,息,イキ,イキ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
する,動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
Get,名詞,固有名詞,組織,*,*,*,*
Mojo,名詞,一般,*,*,*,*,*
Life,名詞,固有名詞,組織,*,*,*,*
Yeah,名詞,固有名詞,組織,*,*,*,*
Mojo,名詞,一般,*,*,*,*,*
Life,名詞,固有名詞,組織,*,*,*,*
ねじれ,動詞,自立,*,*,一段,連用形,ねじれる,ネジレ,ネジレ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
窓,名詞,一般,*,*,*,*,窓,マド,マド
の,助詞,連体化,*,*,*,*,の,ノ,ノ
向こう,名詞,一般,*,*,*,*,向こう,ムコウ,ムコー
で,助詞,格助詞,一般,*,*,*,で,デ,デ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
　,記号,空白,*,*,*,*,　,　,　
君,名詞,代名詞,一般,*,*,*,君,キミ,キミ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
帰り,名詞,一般,*,*,*,*,帰り,カエリ,カエリ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
待っ,動詞,自立,*,*,五段・タ行,連用タ接続,待つ,マッ,マッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル
物欲,名詞,一般,*,*,*,*,物欲,ブツヨク,ブツヨク
の,助詞,連体化,*,*,*,*,の,ノ,ノ
犠牲,名詞,一般,*,*,*,*,犠牲,ギセイ,ギセイ
　,記号,空白,*,*,*,*,　,　,　
この,連体詞,*,*,*,*,*,この,コノ,コノ
体,名詞,一般,*,*,*,*,体,カラダ,カラダ
奴隷,名詞,一般,*,*,*,*,奴隷,ドレイ,ドレイ
　,記号,空白,*,*,*,*,　,　,　
今,名詞,副詞可能,*,*,*,*,今,イマ,イマ
じゃ,助詞,副助詞,*,*,*,*,じゃ,ジャ,ジャ
立派,名詞,形容動詞語幹,*,*,*,*,立派,リッパ,リッパ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
衣紋,名詞,一般,*,*,*,*,衣紋,エモン,エモン
掛け,名詞,接尾,一般,*,*,*,掛け,カケ,カケ
Get,名詞,固有名詞,組織,*,*,*,*
Mojo,名詞,一般,*,*,*,*,*
Life,名詞,固有名詞,組織,*,*,*,*
Yeah,名詞,固有名詞,組織,*,*,*,*
Mojo,名詞,一般,*,*,*,*,*
Life,名詞,固有名詞,組織,*,*,*,*
憶え,動詞,自立,*,*,一段,連用形,憶える,オボエ,オボエ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
真っ白,名詞,形容動詞語幹,*,*,*,*,真っ白,マッシロ,マッシロ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
アネモネ,名詞,一般,*,*,*,*,アネモネ,アネモネ,アネモネ
ためらう,動詞,自立,*,*,五段・ワ行促音便,基本形,ためらう,タメラウ,タメラウ
唇,名詞,一般,*,*,*,*,唇,クチビル,クチビル
　,記号,空白,*,*,*,*,　,　,　
とまどう,動詞,自立,*,*,五段・ワ行促音便,基本形,とまどう,トマドウ,トマドウ
細い,形容詞,自立,*,*,形容詞・アウオ段,基本形,細い,ホソイ,ホソイ
指,名詞,一般,*,*,*,*,指,ユビ,ユビ
夕べ,名詞,一般,*,*,*,*,夕べ,ユウベ,ユーベ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
続き,名詞,一般,*,*,*,*,続き,ツヅキ,ツズキ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
手のひら,名詞,一般,*,*,*,*,手のひら,テノヒラ,テノヒラ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
集め,動詞,自立,*,*,一段,連用形,集める,アツメ,アツメ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
あなた,名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
街,名詞,一般,*,*,*,*,街,マチ,マチ
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ
　,記号,空白,*,*,*,*,　,　,　
大きな,連体詞,*,*,*,*,*,大きな,オオキナ,オーキナ
月,名詞,一般,*,*,*,*,月,ツキ,ツキ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
超え,動詞,自立,*,*,一段,連用形,超える,コエ,コエ
何,名詞,代名詞,一般,*,*,*,何,ナニ,ナニ
て,助詞,格助詞,連語,*,*,*,て,テ,テ
静か,名詞,形容動詞語幹,*,*,*,*,静か,シズカ,シズカ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
この,連体詞,*,*,*,*,*,この,コノ,コノ
夜,名詞,副詞可能,*,*,*,*,夜,ヨル,ヨル
　,記号,空白,*,*,*,*,　,　,　
ずっと,副詞,一般,*,*,*,*,ずっと,ズット,ズット
そのまま,副詞,一般,*,*,*,*,そのまま,ソノママ,ソノママ
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
何,名詞,代名詞,一般,*,*,*,何,ナニ,ナニ
